content,label,cluster
【[话筒]转发！一起为这18名孩子寻亲！】公安部公布，在今年的打拐专项行动中，通过DNA比对，全国找回440多名被拐卖儿童，目前他们大多回到了亲人身边。但图中这18名孩子至今仍未寻到父母！有的已被解救近9年！他们的父母也许还在焦急地寻找[泪]又快过年了，此刻，一起传递，帮这些被拐孩子回家吧！,0,191
【复旦新生勤工俭学被城管毒打致死】7月27日晚淮安市一名学生（今年刚考取复旦大学）为了筹学费，暑假帮父母在黄河桥卖水果，不幸被城管毒打身亡.城管打了孩子几次.警察到现场的时候，他还活着.警察问谁打他了，他指认其中一个城管.结果那城管当着警察的面猛打那个孩子.有良心别删！http://t.cn/zWKQZu3,1,900
【[话筒]独行女孩注意！有劫匪夜间跟踪手机亮光抢劫独行女】女孩陈某走夜路时玩手机，突然一男子将她按倒在地，另一男子抢走她的挎包和手机。经查，嫌疑人是被陈某玩手机的亮光吸引。提醒女孩：独自外出时要细心注意周边情况，尽量不要玩手机或听歌分心。（央视记者吴睿）http://t.cn/RUOd2IM,0,22
30岁以下人最难抗拒的9大美食。[拜拜],0,291
#那年今日#【钱钟书，嗜书如命】1910年的今天他生于无锡，19岁被清华破格录取，数学仅15分；他立志横扫清华图书馆，一部作品引述4000多位名家的书证；他涉笔成趣，长篇小说《围城》被誉为“现代《儒林外史》”；他与杨绛先生的爱情，让人羡慕动容……他曾说：“越是聪明人，越要懂得下笨功夫。”怀念！,0,901
【是真还是假？】2012年杜春晓以六百多分的成绩考入武汉理工，今年暑假在广水强海制鞋厂做暑期工，7月12号晚九点左右死亡，厂方称其突发性心肌梗塞，其父母去评理数日，据说目前父亲已经被活活打死，母亲疯癫，奶奶住院。 一个四口之家就这样散了....谁来辟谣？,1,902
核酸检测增加肛拭子检测后。只有经历过的人才知道…… #搞笑视频##迷惑行为大赏##小视频星辰计划# 橙熟的逗比炮的微博视频 ,1,903
为强化广播电视节目的科学评价和规范管理，准确掌握广播电视节目收视情况，国家广播电视总局制定并发布了《广播电视节目收视大数据统计调查制度》,0,904
#厦门BRT爆炸#经历了才能体会生命真的非常非常脆弱，阎王想要收走我们的生命除了奋力反抗挣扎没有别的可想，逃出来的可以再活一次，逃不出的只能无辜的陪葬。好好活着，我们还有很多精彩人生。 ,1,905
另一个角度视频，有报道称：2018年3月5日18时许，珠海市拱北口岸莲花路步行街，因口岸综管办刘姓队员在制止一辆路虎车进入步行街时被车上两名男子暴打，现口岸派出所民警将主要打人者阚某（男，35岁，黑龙江人）传唤至公安机关。太霸道，无法无天，静待结果！醉醒轩主的...,0,906
【张举能称国安法已成香港法律一部分　理解诠释不成问题】#香港#终审法院首席法官张举能今日(11日)履新，他在傍晚会见传媒时表示，国安法已根据基本法成为香港法律一部分，司法机构会按一向的法律理解、诠释及应用。他指，虽然国安法与香港法例未必完全一致，但认为不成问题，要相信香港普通法制度“...全文,0,27
听说卢湾区要撤消了，并入黄浦区了。这应该是继南汇区并入浦东新区后的第二例并区政策。卢湾和黄浦的合并终于定局，4月1日起卢湾区四套班子及各下属部门人权财权全部冻结，3个月后新黄浦区正式挂牌。（图为80、90年代南京路西藏路口的环形人行天桥，连接了中百公司，新世界，精品商厦）,0,907
#贵州买房#【注意绕行！贵阳花果园金融街道路半封闭施工24个小时】  3月17日，记者从贵阳市交管局南明区分局获悉，为配合地铁三号线松花路站施工建设，3月17日9时起已对金融街供水主干道进行迁改，施工时间将持续24时。  据贵阳市交管局南明区分局七中队民警任海介绍，施工期间，中山...全文,0,27
突发：无锡金桥附近加油站爆炸，伤者已送无锡第三人民医院！又是无锡 苏州·玉成家园 紫枫愿望的微博视频 ,1,908
#夜视点#【白岩松哈工大演讲：看书就是看自己】看书，是在书中寻找自己。有书在，永远踏实。http://t.cn/R4AQm5M,0,909
埃塞俄比亚空难最后视频 2 北京 · 马池口地区 小米教练的微博视频 ,1,163
我正在看【虐猫团伙追踪：实锤舒克就是上海奉贤离职消防战士钱炯达！恳请警方行动！】，分享给你，一起看吧！ 虐猫团伙追踪：实锤舒克就是上海奉贤离职消防战士钱炯达！恳请警方行动！ 虐猫团伙追踪：实锤舒克就是上海奉贤离职消防战士钱炯达！恳请警方行动！ ,1,910
【#疫情下小饭桌此类监管痛点如何治理#？】1月11日，北京通报顺义区一家“小饭桌”托管机构，家中七口人和一名5岁托管男孩确诊新冠肺炎，“小饭桌”长期存在的问题与监管痛点再次暴露出来，这些问题可能增加疫情防控工作难度。是什么原因什么让小饭桌成为监管盲区？@中国网直播@新京报...全文,0,27
【林森浩临刑前专访】央视正播放“林森浩被执行死刑前专访”，视频直播间：http://t.cn/R4zO1uE,0,911
"【全国最大“地下钱庄”案：数千亿人民币转移境外[汗]】义乌商人赵某在香港注册了数十家空壳公司,跨境转移人民币数千亿元。若将130余万次银行交易记录打印出来,要耗费35000张纸,堆起来有3米高。[吃惊]地下钱庄严重威胁国家安全,这是迄今为止中国警方查获涉案人数最多,涉案金额最大的非法买卖外汇案件。",0,484
【台湾新竹空军基地内直升机坠落台媒称机上2人已身亡】据台媒报道，16日下午3时28分，新竹消防局接到火警报警，正路699号(空军基地)有直升机坠落，新竹市消防局已出动南寮、竹光、香山等消防车抢救。报道称，目前已经确定机上2人均已送医，事故原因等有待进一步调查。另有台媒报道称，机上2人在到达医院前已明显死亡。（《环球时报》三缺二视频组）@这视频http://t.cn/A6yW6Eok,0,912
【北京地铁新线开通！昌平新城到市中心只需40分钟】今年年底，北京地铁14号线中段和昌平线二期等2条轨道新线将投入试运营。①14号线中段开通即实现东段和中段贯通运营，将连接大望路商业圈及北京南站；②昌平线二期开通后，昌平新城居民进入市中心区只需40分钟。出行新路线，扩散周知！(央视记者郭津),0,913
【中国使馆正核实是否有中国人伤亡】中国驻法大使馆已启动应急机制，正在紧张核实是否有中国人的伤亡情况。目前还没有接到有中国人在袭击中伤亡的消息。法国警方称，巴塔克兰剧场死亡百余人因为袭击者将炸药扔向人质。有德国媒体形容此次劫持为“大屠杀”！（综合央视、欧洲时报）http://t.cn/RUY4IUd,0,914
#屠呦呦再次落选院士# 让人觉得好笑。 ,1,915
帮忙转发一下，一位叫徐敬的女孩，21岁，请速回雅安水城县人民医院，妈妈伤的很严重，想见她最后一面，爸爸号码：15193383486，爱心接力，好人有好报@百度申东熙吧 @KYLIN麒麟麒麟 @暗恋赫海Onlyhyukhae @把心靠过来这里很温暖 @DJ王悠悠 @Kibum逆光-金起范专属站  @四川交通广播FM1017,1,916
#埃航坠机现场视频曝光# GEM烟熏妆的微博视频 ,1,917
#民生#【不再爽约，北京今将迎大雪局部有暴雪】昨日一早，不少京城市民拉开窗帘却大失所望：说好的暴雪呢？但是，今天雪花将不再爽约。根据预报，北京今天白天阴有大雪，西部、北部有大到暴雪，积雪深度可达10至15厘米。http://t.cn/RUuBkw0你那里开始下雪了吗？,0,918
#杭州失踪女子亲属在化粪池旁痛哭#天哪来女士老公是物业上的 拿了对面邻居家的备用钥匙 碎尸是在对面无人居住邻居家进行的 然后从马桶冲到了化粪池 然后邻居被这件事惊醒发现自己家里一天之内用了一吨水 ,1,919
注意了！！！肯德基情人节点餐就送套套，为了避免尴尬和儿童，他们不会主动说和宣传的，你需要的话就对店员说送我几个肯德基安全套，他们就会免费给！！！！不要错过！,1,920
"#北京地震##北京地震了##地震#   这两天的云这么漂亮，误以为是地震云。 经科普才得知地震云这一说目前尚无定论，也不被气象专家和地质专家认可。都怨小时候课文背得太深刻了。<img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-9aa3c436a4.png""                 style=""width:1em; height:1em;"" />尽信书不如无书，而且知识更新太重要了。 北京 ",1,93
【计生委将出强制性文件，要求死者捐献遗体！】（健康时报）在合法人体器官市场，眼角膜是24400美元一只，心脏价值997700美元，肝脏价格为557100美元。肾，中国62000美元，美国262900美元。假如你无病无痛、脏腑无损，就已经是千万富翁。健康无价，请注意身体！ @大学生讲坛 @北京厨子 @金星,1,921
【台州加快推进疫苗接种】3月25日下午，我市召开全市新冠病毒疫苗接种工作部署会，加快推进全市疫苗接种工作，切实打赢疫苗接种攻坚战。通过全人群新冠病毒疫苗接种，建立人群免疫屏障是常态化疫情防控的重点工作。据了解，目前全市共有143家固定接种门诊和19家二级及以上医疗机构临时接种点可开展新冠...全文,0,232
原来他没死，速度与激情7还会出现他，只是鼻子和嘴巴都成双了！ 我在:2环城西路 ,1,123
无锡惨案，大桥垮塌36人失去年轻的生命 ,1,922
【警惕打着消防培训为名义的违法诈骗行为！】今日，杭州市江干区某机构人员假冒消防部门开展消防培训讲座，趁机推销消防产品，此举动已违反《军服管理条例》第十六条：“穿着军服或者军服仿制品冒充军人招摇撞骗的，由公安机关依法给予治安管理处罚；构成犯罪的，依法追究刑事责任。”，现已被公安局拘...展开全文c,0,53
"南京长江大桥是长江上第一座由中国自行设计和建造的双层式铁路、公路两用桥梁，连通104国道、312国道等跨江公路，是沟通南京江北新区与江南主城的要道之一；下层为双轨复线铁路桥宽14米、全长6772米，连接津浦铁路与沪宁铁路干线，是国家南北交通要津和命脉。1968年9月铁路通车,12月公路通车。 ",1,923
